SHIPMENTDATE,BARCODE,ACCOUNTNUMBER,INVOICE_NUMBER,Consignment,REFERENCE,WEIGHT,VOLUMETRIC_WEIGHT,LENGTH,WIDTH,HEIGHT,PRODUCT_TYPE_NAME,Destination,ZONE,BASE_RATE,FINAL_PRICE
2025-06-16,BAR79782,ACC-724,INV-5099,CONS-1303,REF-938,6.47,7.25,33,62,27,Standard,Birmingham,Zone 2,41.46,47.82
2025-06-05,BAR86421,ACC-912,INV-5491,CONS-1276,REF-939,12.59,2.13,99,26,36,Express,Birmingham,Zone 1,35.88,33.2
2025-06-28,BAR10346,ACC-872,INV-5230,CONS-1931,REF-940,5.14,6.5,69,43,100,Standard,Glasgow,Zone 1,32.53,82.62
2025-06-29,BAR61664,ACC-893,INV-5228,CONS-1331,REF-941,28.79,27.96,54,38,47,Express,Birmingham,Zone 1,43.74,52.92
2025-06-14,BAR73420,ACC-637,INV-5406,CONS-1144,REF-942,9.58,4.02,22,12,13,Express,London,Zone 1,9.58,86.72
2025-06-03,BAR71715,ACC-168,INV-5999,CONS-1185,REF-943,9.08,1.45,71,99,85,Express,Birmingham,Zone 2,29.85,11.26
2025-06-06,BAR58881,ACC-789,INV-5821,CONS-1147,REF-944,16.38,30.3,91,41,46,Standard,London,Zone 2,46.52,45.26
2025-06-06,BAR41297,ACC-430,INV-5701,CONS-1430,REF-945,28.24,18.03,73,40,53,Standard,Glasgow,Zone 2,20.65,59.37
2025-06-18,BAR76113,ACC-860,INV-5488,CONS-1262,REF-946,21.02,34.63,37,70,69,Economy,Manchester,Zone 3,35.06,42.02
2025-06-01,BAR54417,ACC-790,INV-5234,CONS-1533,REF-947,5.36,27.91,83,83,49,Express,London,Zone 1,10.96,89.0
2025-06-28,BAR91670,ACC-812,INV-5620,CONS-1175,REF-948,10.77,5.77,87,94,18,Standard,Glasgow,Zone 3,18.19,64.57
2025-06-11,BAR35253,ACC-723,INV-5928,CONS-1336,REF-949,1.59,7.77,30,60,13,Standard,London,Zone 2,25.08,70.53
2025-06-06,BAR33092,ACC-302,INV-5504,CONS-1945,REF-950,26.81,13.6,53,59,88,Express,London,Zone 1,10.85,51.73
2025-06-13,BAR16138,ACC-597,INV-5471,CONS-1822,REF-951,4.06,29.94,66,87,18,Standard,London,Zone 1,14.4,31.35
2025-06-07,BAR61942,ACC-224,INV-5902,CONS-1502,REF-952,5.85,7.35,32,92,17,Express,Birmingham,Zone 2,11.26,61.76
2025-06-10,BAR63539,ACC-827,INV-5248,CONS-1754,REF-953,17.69,18.0,19,98,71,Standard,Birmingham,Zone 2,9.79,44.7
2025-06-03,BAR49284,ACC-654,INV-5468,CONS-1003,REF-954,13.01,10.35,76,41,74,Express,Manchester,Zone 2,9.66,78.56
2025-06-05,BAR52863,ACC-378,INV-5420,CONS-1161,REF-955,23.62,14.87,74,25,31,Standard,London,Zone 2,41.57,47.14
2025-06-24,BAR51344,ACC-207,INV-5855,CONS-1484,REF-956,1.94,5.69,62,67,55,Standard,London,Zone 2,49.39,66.54
2025-06-16,BAR24372,ACC-352,INV-5361,CONS-1209,REF-957,22.46,21.26,33,17,66,Economy,Glasgow,Zone 1,22.32,25.96
2025-06-27,BAR75280,ACC-428,INV-5165,CONS-1293,REF-958,12.58,9.96,80,10,24,Standard,Birmingham,Zone 3,26.06,68.47
2025-06-05,BAR44531,ACC-343,INV-5427,CONS-1517,REF-959,25.54,26.23,59,26,51,Economy,Manchester,Zone 2,23.04,73.99
2025-06-01,BAR31537,ACC-255,INV-5656,CONS-1071,REF-960,2.21,12.09,42,88,30,Express,Glasgow,Zone 1,38.01,75.58
2025-06-27,BAR58201,ACC-143,INV-5562,CONS-1490,REF-961,11.47,29.82,82,24,50,Express,Glasgow,Zone 1,12.12,72.07
2025-06-20,BAR84943,ACC-867,INV-5581,CONS-1067,REF-962,19.13,21.54,72,11,64,Express,Manchester,Zone 2,13.31,23.99
2025-06-05,BAR85044,ACC-551,INV-5619,CONS-1321,REF-963,11.53,12.34,42,83,31,Standard,London,Zone 2,5.45,68.46
2025-06-19,BAR50906,ACC-780,INV-5088,CONS-1169,REF-964,7.53,30.9,53,34,91,Economy,Glasgow,Zone 3,39.26,43.28
2025-06-25,BAR25952,ACC-382,INV-5466,CONS-1636,REF-965,4.36,23.34,66,59,88,Express,Manchester,Zone 2,10.03,40.67
2025-06-25,BAR82231,ACC-963,INV-5947,CONS-1942,REF-966,7.49,15.62,73,58,15,Economy,Glasgow,Zone 2,46.6,85.55
2025-06-03,BAR81443,ACC-603,INV-5227,CONS-1474,REF-967,3.61,14.74,69,93,93,Express,Manchester,Zone 2,39.47,94.35
2025-06-01,BAR78396,ACC-876,INV-5058,CONS-1592,REF-968,9.34,28.76,82,91,93,Express,Glasgow,Zone 3,39.6,33.93
2025-06-05,BAR98571,ACC-191,INV-5790,CONS-1657,REF-969,11.5,8.69,29,98,26,Standard,London,Zone 3,46.76,26.48
2025-06-12,BAR13326,ACC-201,INV-5417,CONS-1494,REF-970,7.83,25.08,49,65,54,Express,Glasgow,Zone 3,25.79,46.25
2025-06-10,BAR48721,ACC-585,INV-5076,CONS-1398,REF-971,16.6,32.39,77,86,82,Standard,Manchester,Zone 3,31.6,58.67
2025-06-18,BAR12595,ACC-452,INV-5697,CONS-1781,REF-972,24.67,33.36,70,72,83,Express,Manchester,Zone 1,16.37,53.14
2025-06-10,BAR13599,ACC-163,INV-5419,CONS-1846,REF-973,15.86,28.64,42,34,51,Express,Glasgow,Zone 2,6.29,25.05
2025-06-23,BAR48459,ACC-247,INV-5398,CONS-1299,REF-974,15.54,17.13,71,25,84,Economy,London,Zone 1,22.4,46.73
2025-06-17,BAR69252,ACC-842,INV-5561,CONS-1646,REF-975,23.63,33.78,77,96,41,Economy,Glasgow,Zone 1,18.61,46.52
2025-06-08,BAR83621,ACC-443,INV-5596,CONS-1400,REF-976,22.7,33.1,31,86,15,Standard,Glasgow,Zone 1,20.82,93.54
2025-06-20,BAR14892,ACC-498,INV-5044,CONS-1798,REF-977,8.79,1.84,100,59,87,Economy,Birmingham,Zone 1,45.29,32.12
2025-06-19,BAR95330,ACC-391,INV-5641,CONS-1371,REF-978,19.5,21.56,83,18,57,Express,Manchester,Zone 1,31.23,95.65
2025-06-21,BAR83225,ACC-384,INV-5763,CONS-1129,REF-979,14.25,1.74,15,48,54,Express,Birmingham,Zone 3,24.54,60.23
2025-06-21,BAR73895,ACC-269,INV-5881,CONS-1513,REF-980,23.48,20.24,80,22,69,Express,Birmingham,Zone 1,47.59,21.61
2025-06-01,BAR63767,ACC-561,INV-5315,CONS-1381,REF-981,5.16,18.12,67,41,62,Economy,Birmingham,Zone 3,43.18,94.13
2025-06-07,BAR40209,ACC-393,INV-5686,CONS-1046,REF-982,14.23,25.25,47,21,83,Standard,London,Zone 3,21.8,90.95
2025-06-16,BAR55897,ACC-140,INV-5827,CONS-1936,REF-983,26.21,16.22,29,38,31,Economy,Glasgow,Zone 2,31.29,58.12
2025-06-18,BAR13657,ACC-389,INV-5800,CONS-1569,REF-984,17.96,9.48,32,17,72,Economy,London,Zone 3,27.58,74.9
2025-06-19,BAR96371,ACC-484,INV-5957,CONS-1489,REF-985,20.63,21.27,47,42,96,Express,Birmingham,Zone 3,32.29,49.19
2025-06-17,BAR38281,ACC-782,INV-5333,CONS-1733,REF-986,3.54,18.17,79,65,65,Standard,Manchester,Zone 2,42.07,78.17
2025-06-19,BAR46318,ACC-568,INV-5172,CONS-1983,REF-987,4.39,30.67,16,16,96,Economy,Manchester,Zone 1,49.44,10.45
2025-06-10,BAR82870,ACC-258,INV-5315,CONS-1665,REF-988,9.27,34.93,49,26,94,Economy,Birmingham,Zone 3,26.97,87.99
2025-06-16,BAR23810,ACC-408,INV-5545,CONS-1997,REF-989,25.25,30.32,13,24,99,Standard,London,Zone 1,28.59,89.25
2025-06-17,BAR93146,ACC-792,INV-5775,CONS-1152,REF-990,13.65,6.56,75,93,59,Economy,Glasgow,Zone 3,37.12,63.32
2025-06-23,BAR95963,ACC-600,INV-5180,CONS-1854,REF-991,14.7,13.46,20,28,60,Standard,Birmingham,Zone 3,8.56,37.01
2025-06-28,BAR73894,ACC-983,INV-5122,CONS-1482,REF-992,7.46,30.99,33,49,88,Standard,London,Zone 1,34.82,11.34
2025-06-29,BAR98541,ACC-959,INV-5934,CONS-1072,REF-993,8.79,28.0,93,26,12,Express,Manchester,Zone 2,18.7,75.28
2025-06-15,BAR32310,ACC-834,INV-5027,CONS-1803,REF-994,6.15,30.65,32,75,88,Standard,London,Zone 1,37.09,69.15
2025-06-22,BAR34626,ACC-614,INV-5785,CONS-1980,REF-995,1.52,7.54,65,30,77,Economy,London,Zone 2,6.05,16.41
2025-06-08,BAR67135,ACC-571,INV-5776,CONS-1046,REF-996,1.65,24.11,83,60,61,Standard,Birmingham,Zone 2,29.75,94.19
2025-06-12,BAR95435,ACC-182,INV-5670,CONS-1723,REF-997,1.54,29.81,85,20,70,Standard,Manchester,Zone 2,9.9,12.63
2025-06-07,BAR22947,ACC-396,INV-5533,CONS-1423,REF-998,12.41,20.22,27,22,79,Standard,Birmingham,Zone 1,47.71,84.64
2025-06-02,BAR44524,ACC-208,INV-5342,CONS-1052,REF-999,29.9,16.85,47,79,53,Express,London,Zone 2,46.38,95.73
